ID   INV_DATE      AMOUNT   ACCT_NO
39735   10/08/2009   290846   CODDA14
39736   09/02/2009   150116   CODDA13
39737   05/14/2010   206530   CODDA16
39738   05/18/2011   149676   CODDA20
39739   07/07/2011   240227   CODDA11
39740   03/08/2011   135832   CODDA16
39741   05/27/2011   296471   CODDA14
39742   03/22/2010   272173   CODDA12
39743   08/27/2009   257479   CODDA19
39744   04/03/2010   213055   CODDA11
39745   12/31/2009   297016   CODDA16
39746   10/20/2009   184448   CODDA15
39747   12/10/2009   237762   CODDA14
39748   12/30/2009   213018   CODDA17
39749   06/06/2010   212827   CODDA11
39750   07/14/2010   242813   CODDA12
39751   06/15/2010   166147   CODDA13
39752   03/25/2011   276434   CODDA15
39753   02/13/2010   249138   CODDA13
39754   10/10/2010   197273   CODDA15
39755   03/11/2011   263073   CODDA13
39756   11/02/2010   125771   CODDA20
39757   03/21/2010   209013   CODDA14
39758   06/17/2011   115082   CODDA11
39759   08/09/2009   283243   CODDA19
39760   02/17/2011   169916   CODDA14
39761   10/07/2009   143831   CODDA11
39762   11/21/2009   223720   CODDA15
39763   01/08/2011   111571   CODDA12
39764   04/02/2010   250197   CODDA13
39765   11/26/2010   195027   CODDA13
39766   01/05/2010   279245   CODDA15
39767   04/21/2011   215644   CODDA13
39768   04/26/2010   223761   CODDA13
39769   10/09/2010   242086   CODDA13
39770   06/02/2010   163274   CODDA16
39771   03/22/2010   127553   CODDA15
39772   03/12/2011   110615   CODDA12
39773   08/28/2009   140607   CODDA15
39774   01/17/2010   283479   CODDA15
39775   06/18/2011   179531   CODDA15
39776   07/27/2009   189821   CODDA17
39777   08/20/2010   186664   CODDA15
39778   03/27/2010   149674   CODDA13
39779   07/02/2010   233541   CODDA15
39780   07/30/2009   257666   CODDA16
39781   11/20/2010   144918   CODDA12
39782   12/21/2009   229273   CODDA19
39783   03/26/2010   101327   CODDA20
39784   11/17/2009   154779   CODDA19
39785   11/08/2010   194873   CODDA17
39786   12/20/2010   242302   CODDA19
39787   02/07/2011   204761   CODDA14
39788   04/07/2010   137552   CODDA18
39789   10/22/2009   236165   CODDA15
39790   11/22/2010   147829   CODDA19
39791   08/29/2009   105517   CODDA12
39792   01/05/2010   137842   CODDA17
39793   04/08/2011   156088   CODDA17
39794   07/27/2009   231455   CODDA14
39795   09/28/2010   137845   CODDA11
39796   11/19/2009   122692   CODDA17
39797   08/04/2009   207187   CODDA12
39798   07/29/2009   190028   CODDA15
39799   05/05/2011   250163   CODDA14
39800   04/15/2011   248240   CODDA12
39801   01/18/2010   122072   CODDA19
39802   08/05/2010   196695   CODDA16
39803   05/21/2010   248708   CODDA14
39804   03/12/2011   285991   CODDA16
39805   05/17/2010   225766   CODDA13
39806   07/09/2010   278944   CODDA16
39807   11/14/2010   164731   CODDA14
39808   07/17/2010   127309   CODDA20
39809   06/03/2011   259781   CODDA19
39810   11/12/2010   218100   CODDA15
39811   05/18/2011   106265   CODDA18
39812   11/25/2009   137671   CODDA12
39813   09/17/2010   239716   CODDA16
39814   12/31/2009   125645   CODDA19
39815   12/28/2009   138713   CODDA14
39816   01/24/2011   147148   CODDA13
39817   09/12/2010   113792   CODDA18
39818   07/10/2010   236480   CODDA12
39819   08/08/2010   150776   CODDA18
39820   08/25/2009   100788   CODDA17
39821   03/20/2011   193135   CODDA17
39822   07/22/2010   212447   CODDA14
39823   08/12/2009   243262   CODDA12
39824   04/23/2011   235744   CODDA18
39825   05/15/2010   125528   CODDA12
39826   10/28/2009   260970   CODDA14
39827   05/10/2011   202623   CODDA19
39828   08/18/2010   267332   CODDA13
39829   03/05/2011   207569   CODDA15
39830   01/29/2010   282713   CODDA13
39831   12/19/2010   114531   CODDA19
39832   04/18/2011   139760   CODDA13
39833   04/11/2011   200875   CODDA16
39834   05/16/2011   122687   CODDA16
39835   05/19/2010   224487   CODDA18
39836   05/04/2010   200742   CODDA16
39837   10/10/2010   290826   CODDA14
39838   01/02/2010   158054   CODDA19
39839   06/28/2010   217169   CODDA16
39840   10/18/2009   207111   CODDA19
39841   01/09/2010   218090   CODDA17
39842   12/29/2009   105702   CODDA19
39843   10/01/2009   235542   CODDA18
39844   07/19/2009   227495   CODDA14
39845   09/17/2009   113419   CODDA17
39846   06/03/2010   209494   CODDA14
39847   10/03/2010   148003   CODDA12
39848   09/15/2010   262105   CODDA18
39849   12/23/2009   201817   CODDA17
39850   08/17/2009   183113   CODDA19
39851   11/28/2010   153815   CODDA18
39852   09/19/2010   202100   CODDA12
39853   06/28/2010   170110   CODDA13
39854   10/27/2009   198924   CODDA14
39855   12/27/2009   118061   CODDA14
39856   08/04/2009   252841   CODDA12
39857   09/23/2009   192793   CODDA16
39858   04/21/2010   216440   CODDA13
39859   12/05/2009   211918   CODDA18
39860   05/01/2011   157825   CODDA17
39861   08/07/2009   251527   CODDA17
39862   02/09/2011   109094   CODDA15
39863   07/12/2011   210421   CODDA13
39864   07/22/2010   114394   CODDA14
39865   12/30/2010   244074   CODDA17
39866   03/23/2011   180332   CODDA13
39867   12/23/2009   207640   CODDA17
39868   11/22/2009   283014   CODDA15
39869   12/13/2010   129506   CODDA19
39870   10/06/2009   290949   CODDA16
39871   02/07/2011   292862   CODDA19
39872   02/21/2010   113452   CODDA15
39873   06/04/2010   212900   CODDA15
39874   12/29/2010   218196   CODDA16
39875   10/10/2009   171175   CODDA14
39876   05/29/2011   274468   CODDA19
39877   10/29/2009   111657   CODDA13
39878   06/13/2010   233134   CODDA18
39879   04/30/2011   163148   CODDA16
39880   04/18/2011   168843   CODDA16
39881   05/11/2011   272226   CODDA14
39882   12/05/2010   236194   CODDA17
39883   12/17/2010   233588   CODDA12
39884   10/21/2010   258596   CODDA17
39885   05/13/2011   113898   CODDA12
39886   04/07/2011   237981   CODDA14
39887   03/28/2010   294450   CODDA13
39888   10/06/2009   190085   CODDA16
39889   06/07/2010   129844   CODDA14
39890   11/30/2009   178859   CODDA12
39891   08/24/2010   288718   CODDA12
39892   04/17/2010   103031   CODDA13
39893   09/27/2009   197816   CODDA13
39894   09/06/2010   294750   CODDA18
39895   08/25/2010   282455   CODDA16
39896   11/25/2009   299742   CODDA19
39897   05/19/2011   105260   CODDA11
39898   03/20/2010   254703   CODDA19
39899   12/23/2010   151142   CODDA12
39900   05/15/2010   141281   CODDA18
39901   02/28/2010   142451   CODDA15
39902   01/20/2010   279303   CODDA15
39903   02/17/2010   256588   CODDA19
39904   04/23/2011   240101   CODDA18
39905   07/20/2010   236878   CODDA13
39906   10/10/2009   227452   CODDA12
39907   11/27/2009   129204   CODDA15
39908   07/01/2011   200387   CODDA14
39909   02/03/2011   174900   CODDA19
39910   06/29/2011   280988   CODDA19
39911   04/15/2010   113767   CODDA13
39912   04/27/2010   176006   CODDA14
39913   08/12/2010   226918   CODDA15
39914   10/09/2010   291560   CODDA13
39915   11/24/2009   243361   CODDA19
39916   02/11/2011   247790   CODDA17
39917   03/01/2010   244995   CODDA14
39918   01/08/2010   109572   CODDA15
39919   01/28/2010   273751   CODDA19
39920   07/04/2010   212621   CODDA14
39921   12/30/2010   254926   CODDA19
39922   01/07/2010   167521   CODDA18
39923   07/01/2010   123539   CODDA17
39924   10/08/2010   247819   CODDA15
39925   05/19/2011   160851   CODDA17
39926   07/09/2011   293609   CODDA13
39927   10/31/2010   140786   CODDA18
39928   11/08/2009   219225   CODDA11
39929   09/17/2009   266438   CODDA14
39930   11/23/2010   177459   CODDA19
39931   03/09/2011   287542   CODDA17
39932   01/10/2010   286287   CODDA18
39933   03/30/2011   275173   CODDA13
39934   01/05/2010   151184   CODDA20
39935   10/21/2010   144841   CODDA14
39936   10/20/2010   230885   CODDA12
39937   05/12/2010   178217   CODDA14
39938   12/11/2009   180786   CODDA13
39939   02/01/2010   270975   CODDA15
39940   02/11/2010   148531   CODDA11
39941   07/15/2011   196955   CODDA12
39942   10/29/2010   260343   CODDA13
39943   04/22/2011   154351   CODDA19
39944   01/21/2011   269720   CODDA19
39945   01/05/2010   166866   CODDA11
39946   12/26/2009   276872   CODDA14
39947   11/05/2010   156889   CODDA16
39948   01/18/2010   235400   CODDA13
39949   11/13/2009   286380   CODDA18
39950   03/17/2011   275311   CODDA13
39951   06/27/2011   261078   CODDA17
39952   03/10/2011   223505   CODDA13
39953   07/28/2009   122351   CODDA18
39954   07/20/2010   152242   CODDA18
39955   01/24/2011   216318   CODDA11
39956   06/14/2010   145536   CODDA16
39957   03/30/2010   281992   CODDA14
39958   07/17/2010   277647   CODDA19
39959   11/23/2009   147316   CODDA12
39960   04/24/2011   251922   CODDA19
39961   01/20/2011   128618   CODDA19
39962   09/19/2009   104428   CODDA15
39963   06/06/2010   256308   CODDA19
39964   09/09/2010   257905   CODDA20
39965   11/06/2010   238530   CODDA16
39966   01/16/2011   297258   CODDA11
39967   07/01/2009   223386   CODDA13
39968   04/08/2011   224771   CODDA18
39969   12/16/2009   272983   CODDA18
39970   12/06/2009   177352   CODDA17
39971   08/25/2010   177547   CODDA12
39972   02/01/2010   147853   CODDA12
39973   01/31/2010   177848   CODDA13
39974   05/06/2010   255311   CODDA17
39975   08/27/2009   141995   CODDA15
39976   08/23/2009   166194   CODDA20
39977   01/14/2010   293570   CODDA14
39978   07/07/2009   174797   CODDA16
39979   08/03/2009   190417   CODDA17
39980   09/17/2009   254368   CODDA12
39981   01/24/2011   255916   CODDA14
39982   02/04/2010   243551   CODDA19
39983   12/28/2009   287571   CODDA14
39984   07/17/2009   196844   CODDA16
39985   02/20/2010   224915   CODDA14
39986   02/24/2011   146444   CODDA12
39987   07/03/2009   268392   CODDA19
39988   12/02/2009   298970   CODDA15
39989   11/25/2010   141446   CODDA11
39990   12/23/2010   185259   CODDA19
39991   12/31/2009   230602   CODDA14
39992   07/28/2009   241918   CODDA20
39993   07/12/2010   167566   CODDA17
39994   03/12/2010   295372   CODDA17
39995   08/04/2009   286157   CODDA18
39996   10/16/2009   296112   CODDA18
39997   09/08/2010   108449   CODDA14
39998   12/09/2009   207225   CODDA12
39999   06/26/2011   215590   CODDA12
40000   07/27/2009   179712   CODDA13
40001   08/01/2009   255255   CODDA16
40002   04/19/2010   185145   CODDA14
40003   09/04/2009   135979   CODDA13
40004   10/04/2009   267746   CODDA14
40005   05/20/2010   298141   CODDA18
40006   05/29/2011   127835   CODDA18
40007   05/13/2010   276094   CODDA12
40008   05/07/2010   133842   CODDA16
40009   01/19/2011   296160   CODDA19
40010   06/22/2010   230259   CODDA18
40011   01/30/2010   122586   CODDA18
40012   06/28/2011   170474   CODDA12
40013   08/06/2009   262692   CODDA13
40014   01/27/2011   297896   CODDA13
40015   04/06/2011   125799   CODDA19
40016   07/28/2010   266073   CODDA12
40017   10/11/2010   155058   CODDA19
40018   12/04/2010   152871   CODDA18
40019   12/05/2009   120079   CODDA14
40020   05/12/2011   162952   CODDA11
40021   10/29/2009   236718   CODDA13
40022   10/29/2009   136042   CODDA14
40023   01/10/2011   138612   CODDA16
40024   02/26/2010   254040   CODDA15
40025   06/18/2010   172982   CODDA18
40026   06/12/2011   146290   CODDA16
40027   04/21/2010   221599   CODDA17
40028   02/01/2010   283775   CODDA13
40029   10/19/2010   198453   CODDA13
40030   06/15/2011   119235   CODDA12
40031   06/06/2011   159301   CODDA13
40032   11/17/2009   280179   CODDA12
40033   06/21/2010   231926   CODDA20
40034   06/28/2010   183033   CODDA18
40035   09/28/2009   135097   CODDA11
40036   07/02/2011   236518   CODDA20
40037   02/07/2010   105750   CODDA12
40038   08/25/2009   111345   CODDA15
40039   01/20/2011   151199   CODDA16
40040   10/21/2010   284988   CODDA19
40041   08/31/2009   296381   CODDA16
40042   05/22/2011   294059   CODDA19
40043   10/29/2010   187914   CODDA18
40044   06/01/2010   163839   CODDA15
40045   01/18/2010   148808   CODDA17
40046   05/24/2011   269658   CODDA19
40047   06/13/2011   243644   CODDA13
40048   11/30/2009   129625   CODDA17
40049   05/12/2010   175829   CODDA17
40050   04/02/2010   197163   CODDA14
40051   12/09/2010   190980   CODDA17
40052   07/07/2009   228954   CODDA18
40053   01/31/2011   278248   CODDA14
40054   04/12/2010   190703   CODDA14
40055   07/08/2011   252646   CODDA17
40056   03/10/2010   283682   CODDA17
40057   06/06/2010   295698   CODDA15
40058   12/17/2010   279182   CODDA16
40059   03/31/2010   199117   CODDA19
40060   07/16/2010   207266   CODDA18
40061   10/24/2009   215286   CODDA18
40062   09/14/2009   235831   CODDA19
40063   11/24/2010   226964   CODDA12
40064   03/27/2011   188405   CODDA19
40065   07/14/2010   119250   CODDA19
40066   08/06/2009   282866   CODDA17
40067   08/16/2009   112613   CODDA17
40068   07/26/2009   298249   CODDA17
40069   02/21/2011   105250   CODDA20
40070   04/20/2011   252580   CODDA18
40071   09/24/2010   196445   CODDA14
40072   08/21/2009   221248   CODDA13
40073   04/13/2011   110088   CODDA13
40074   02/13/2011   295352   CODDA13
40075   06/06/2010   198372   CODDA19
40076   01/02/2011   120934   CODDA17
40077   06/09/2011   215086   CODDA16
40078   08/21/2010   212971   CODDA16
40079   10/18/2009   189668   CODDA16
40080   01/04/2010   258367   CODDA17
40081   01/09/2010   123158   CODDA13
40082   08/22/2010   168340   CODDA20
40083   11/30/2009   244923   CODDA19
40084   06/27/2011   226525   CODDA15
40085   03/06/2010   225728   CODDA13
40086   07/07/2011   165696   CODDA17
40087   09/23/2010   133776   CODDA12
40088   11/11/2010   228813   CODDA15
40089   04/09/2010   247508   CODDA19
40090   08/11/2009   264458   CODDA17
40091   10/26/2010   211984   CODDA17
40092   05/02/2010   171640   CODDA17
40093   10/01/2010   222227   CODDA18
40094   02/21/2011   135786   CODDA14
40095   05/03/2010   143800   CODDA18
40096   04/06/2010   146671   CODDA11
40097   04/13/2011   121972   CODDA15
40098   07/09/2011   179243   CODDA20
40099   06/30/2010   130034   CODDA19
40100   05/12/2011   117407   CODDA12
40101   05/07/2010   253252   CODDA15
40102   08/23/2009   184586   CODDA19
40103   08/18/2010   200620   CODDA14
40104   09/01/2009   125791   CODDA15
40105   01/04/2011   117006   CODDA14
40106   08/03/2010   126715   CODDA13
40107   01/28/2010   262616   CODDA20
40108   01/30/2011   170902   CODDA18
40109   09/20/2009   220232   CODDA18
40110   03/06/2011   120218   CODDA15
40111   02/23/2011   107511   CODDA19
40112   03/14/2011   235582   CODDA17
40113   07/15/2009   230880   CODDA11
40114   07/26/2009   103868   CODDA20
40115   04/13/2010   115998   CODDA18
40116   12/12/2009   214594   CODDA14
40117   12/02/2010   133484   CODDA17
40118   06/20/2011   186182   CODDA17
40119   10/25/2010   242936   CODDA15
40120   06/24/2010   260315   CODDA16
40121   01/07/2011   132092   CODDA16
40122   10/23/2009   292789   CODDA14
40123   06/06/2010   118696   CODDA14
40124   04/01/2011   287884   CODDA18
40125   05/01/2010   151244   CODDA19
40126   08/14/2010   241712   CODDA15
40127   02/04/2010   231356   CODDA16
40128   10/02/2009   265192   CODDA14
40129   09/28/2010   178208   CODDA12
40130   07/28/2010   272118   CODDA19
40131   02/04/2011   171599   CODDA16
40132   03/19/2011   243986   CODDA16
40133   07/27/2010   228694   CODDA17
40134   03/05/2011   132239   CODDA19
40135   06/17/2011   184439   CODDA11
40136   09/16/2009   172712   CODDA12
40137   11/20/2009   108595   CODDA18
40138   10/09/2009   188851   CODDA17
40139   05/24/2010   217880   CODDA12
40140   01/06/2010   170083   CODDA18
40141   05/06/2010   218319   CODDA18
40142   11/23/2009   135294   CODDA17
40143   12/22/2010   145186   CODDA13
40144   08/07/2010   116051   CODDA15
40145   07/27/2010   134446   CODDA20
40146   08/27/2009   261207   CODDA18
40147   12/07/2009   194618   CODDA15
40148   10/28/2009   229005   CODDA19
40149   08/22/2010   161586   CODDA17
40150   05/08/2011   199180   CODDA12
40151   03/07/2010   200776   CODDA13
40152   11/21/2010   164846   CODDA14
40153   09/19/2010   150240   CODDA16
40154   03/30/2010   258137   CODDA18
40155   03/03/2011   159559   CODDA12
40156   06/22/2010   213224   CODDA17
40157   01/15/2011   266754   CODDA20
40158   04/14/2011   255010   CODDA14
40159   04/25/2011   133266   CODDA11
40160   06/12/2010   255123   CODDA19
40161   02/07/2010   260101   CODDA12
40162   06/08/2011   160465   CODDA19
40163   06/20/2010   225718   CODDA16
40164   01/15/2010   272888   CODDA15
40165   05/27/2011   138106   CODDA13
40166   04/11/2011   292572   CODDA17
40167   07/09/2010   121485   CODDA18
40168   06/29/2010   119996   CODDA15
40169   10/08/2009   271303   CODDA12
40170   05/21/2010   268408   CODDA11
40171   08/29/2010   184231   CODDA16
40172   02/11/2011   180299   CODDA19
40173   07/17/2010   277911   CODDA16
40174   06/08/2010   116572   CODDA12
40175   05/20/2010   196387   CODDA15
40176   09/01/2010   283587   CODDA12
40177   04/24/2010   128383   CODDA13
40178   08/10/2010   282041   CODDA20
40179   06/03/2010   215569   CODDA18
40180   09/06/2009   292744   CODDA12
40181   10/30/2010   254741   CODDA18
40182   06/29/2009   283322   CODDA14
40183   01/27/2010   176630   CODDA19
40184   11/14/2009   273078   CODDA12
